Datetime,Open,High,Low,Close,Adj Close,Volume
2021-07-05 22:14:00+01:00,1.4241498708724976,1.4241498708724976,1.4241498708724976,1.4241498708724976,1.4241498708724976,0
2021-07-05 22:15:00+01:00,1.4239962100982666,1.4239962100982666,1.4239962100982666,1.4239962100982666,1.4239962100982666,745088
2021-07-05 22:16:00+01:00,1.4254839420318604,1.4254839420318604,1.4254839420318604,1.4254839420318604,1.4254839420318604,365312
2021-07-05 22:17:00+01:00,1.4265942573547363,1.4265942573547363,1.4265942573547363,1.4265942573547363,1.4265942573547363,0
2021-07-05 22:18:00+01:00,1.425592064857483,1.425592064857483,1.425592064857483,1.425592064857483,1.425592064857483,0
2021-07-05 22:19:00+01:00,1.425976037979126,1.425976037979126,1.425976037979126,1.425976037979126,1.425976037979126,0
2021-07-05 22:20:00+01:00,1.4253090620040894,1.4253090620040894,1.4253090620040894,1.4253090620040894,1.4253090620040894,0
2021-07-05 22:21:00+01:00,1.4258196353912354,1.4258196353912354,1.4258196353912354,1.4258196353912354,1.4258196353912354,0
2021-07-05 22:22:00+01:00,1.425682783126831,1.425682783126831,1.425682783126831,1.425682783126831,1.425682783126831,0
2021-07-05 22:23:00+01:00,1.426101565361023,1.426101565361023,1.426101565361023,1.426101565361023,1.426101565361023,0
2021-07-05 22:24:00+01:00,1.423079490661621,1.423079490661621,1.423079490661621,1.423079490661621,1.423079490661621,0
2021-07-05 22:25:00+01:00,1.4219685792922974,1.4219685792922974,1.4219685792922974,1.4219685792922974,1.4219685792922974,0
2021-07-05 22:26:00+01:00,1.421120524406433,1.421120524406433,1.421120524406433,1.421120524406433,1.421120524406433,0
2021-07-05 22:27:00+01:00,1.4219797849655151,1.4219797849655151,1.4219797849655151,1.4219797849655151,1.4219797849655151,380544
2021-07-05 22:28:00+01:00,1.4232423305511475,1.4232423305511475,1.4232423305511475,1.4232423305511475,1.4232423305511475,435200
2021-07-05 22:29:00+01:00,1.4234304428100586,1.4234304428100586,1.4234304428100586,1.4234304428100586,1.4234304428100586,0
2021-07-05 22:30:00+01:00,1.4232335090637207,1.4232335090637207,1.4232335090637207,1.4232335090637207,1.4232335090637207,0
2021-07-05 22:31:00+01:00,1.4239885807037354,1.4239885807037354,1.4239885807037354,1.4239885807037354,1.4239885807037354,0
2021-07-05 22:32:00+01:00,1.4247472286224365,1.4247472286224365,1.4247472286224365,1.4247472286224365,1.4247472286224365,75392
2021-07-05 22:33:00+01:00,1.4247534275054932,1.4247534275054932,1.4247534275054932,1.4247534275054932,1.4247534275054932,0
2021-07-05 22:34:00+01:00,1.4248645305633545,1.4248645305633545,1.4248645305633545,1.4248645305633545,1.4248645305633545,0
2021-07-05 22:35:00+01:00,1.4246588945388794,1.4246588945388794,1.4246588945388794,1.4246588945388794,1.4246588945388794,0
2021-07-05 22:36:00+01:00,1.4238946437835693,1.4238946437835693,1.4238946437835693,1.4238946437835693,1.4238946437835693,0
2021-07-05 22:37:00+01:00,1.4234578609466553,1.4234578609466553,1.4234578609466553,1.4234578609466553,1.4234578609466553,0
2021-07-05 22:38:00+01:00,1.423150658607483,1.423150658607483,1.423150658607483,1.423150658607483,1.423150658607483,0
2021-07-05 22:39:00+01:00,1.4238476753234863,1.4238476753234863,1.4238476753234863,1.4238476753234863,1.4238476753234863,0
2021-07-05 22:40:00+01:00,1.4237260818481445,1.4237260818481445,1.4237260818481445,1.4237260818481445,1.4237260818481445,0
2021-07-05 22:41:00+01:00,1.4236359596252441,1.4236359596252441,1.4236359596252441,1.4236359596252441,1.4236359596252441,0
2021-07-05 22:42:00+01:00,1.4246594905853271,1.4246594905853271,1.4246594905853271,1.4246594905853271,1.4246594905853271,0
2021-07-05 22:43:00+01:00,1.4245483875274658,1.4245483875274658,1.4245483875274658,1.4245483875274658,1.4245483875274658,0
2021-07-05 22:44:00+01:00,1.4217098951339722,1.4217098951339722,1.4217098951339722,1.4217098951339722,1.4217098951339722,0
2021-07-05 22:45:00+01:00,1.4219123125076294,1.4219123125076294,1.4219123125076294,1.4219123125076294,1.4219123125076294,0
2021-07-05 22:46:00+01:00,1.4232451915740967,1.4232451915740967,1.4232451915740967,1.4232451915740967,1.4232451915740967,0
2021-07-05 22:47:00+01:00,1.424087405204773,1.424087405204773,1.424087405204773,1.424087405204773,1.424087405204773,420224
2021-07-05 22:48:00+01:00,1.4235355854034424,1.4235355854034424,1.4235355854034424,1.4235355854034424,1.4235355854034424,0
2021-07-05 22:49:00+01:00,1.4249401092529297,1.4249401092529297,1.4249401092529297,1.4249401092529297,1.4249401092529297,0
2021-07-05 22:50:00+01:00,1.4243055582046509,1.4243055582046509,1.4243055582046509,1.4243055582046509,1.4243055582046509,0
2021-07-05 22:51:00+01:00,1.423716425895691,1.423716425895691,1.423716425895691,1.423716425895691,1.423716425895691,0
2021-07-05 22:52:00+01:00,1.4240045547485352,1.4240045547485352,1.4240045547485352,1.4240045547485352,1.4240045547485352,0
2021-07-05 22:53:00+01:00,1.4242295026779175,1.4242295026779175,1.4242295026779175,1.4242295026779175,1.4242295026779175,0
2021-07-05 22:54:00+01:00,1.425733208656311,1.425733208656311,1.425733208656311,1.425733208656311,1.425733208656311,158592
2021-07-05 22:55:00+01:00,1.424519419670105,1.424519419670105,1.424519419670105,1.424519419670105,1.424519419670105,92288
2021-07-05 22:56:00+01:00,1.424699306488037,1.424699306488037,1.424699306488037,1.424699306488037,1.424699306488037,0
2021-07-05 22:57:00+01:00,1.4249937534332275,1.4249937534332275,1.4249937534332275,1.4249937534332275,1.4249937534332275,0
2021-07-05 22:58:00+01:00,1.4236681461334229,1.4236681461334229,1.4236681461334229,1.4236681461334229,1.4236681461334229,0
2021-07-05 22:59:00+01:00,1.4237709045410156,1.4237709045410156,1.4237709045410156,1.4237709045410156,1.4237709045410156,0
2021-07-05 23:00:00+01:00,1.4235785007476807,1.4235785007476807,1.4235785007476807,1.4235785007476807,1.4235785007476807,0
2021-07-05 23:01:00+01:00,1.4240690469741821,1.4240690469741821,1.4240690469741821,1.4240690469741821,1.4240690469741821,0
2021-07-05 23:02:00+01:00,1.4217275381088257,1.4217275381088257,1.4217275381088257,1.4217275381088257,1.4217275381088257,0
2021-07-05 23:03:00+01:00,1.421000599861145,1.421000599861145,1.421000599861145,1.421000599861145,1.421000599861145,0
2021-07-05 23:04:00+01:00,1.4199961423873901,1.4199961423873901,1.4199961423873901,1.4199961423873901,1.4199961423873901,0
2021-07-05 23:05:00+01:00,1.4203746318817139,1.4203746318817139,1.4203746318817139,1.4203746318817139,1.4203746318817139,0
2021-07-05 23:06:00+01:00,1.4203002452850342,1.4203002452850342,1.4203002452850342,1.4203002452850342,1.4203002452850342,0
2021-07-05 23:07:00+01:00,1.4196585416793823,1.4196585416793823,1.4196585416793823,1.4196585416793823,1.4196585416793823,0
2021-07-05 23:08:00+01:00,1.4188023805618286,1.4188023805618286,1.4188023805618286,1.4188023805618286,1.4188023805618286,0
2021-07-05 23:09:00+01:00,1.4190123081207275,1.4190123081207275,1.4190123081207275,1.4190123081207275,1.4190123081207275,0
2021-07-05 23:10:00+01:00,1.4190444946289062,1.4190444946289062,1.4190444946289062,1.4190444946289062,1.4190444946289062,0
2021-07-05 23:11:00+01:00,1.420667290687561,1.420667290687561,1.420667290687561,1.420667290687561,1.420667290687561,69248
2021-07-05 23:12:00+01:00,1.4199992418289185,1.4199992418289185,1.4199992418289185,1.4199992418289185,1.4199992418289185,512
2021-07-05 23:13:00+01:00,1.4208757877349854,1.4208757877349854,1.4208757877349854,1.4208757877349854,1.4208757877349854,0
2021-07-05 23:14:00+01:00,1.4219703674316406,1.4219703674316406,1.4219703674316406,1.4219703674316406,1.4219703674316406,228352
2021-07-05 23:15:00+01:00,1.4196010828018188,1.4196010828018188,1.4196010828018188,1.4196010828018188,1.4196010828018188,0
