ADA-USD,ADA-USD1,ADA-USD2,ADA-USD3,ADA-USD4,ADA-USD5,BTC-USD,BTC-USD1,BTC-USD2,BTC-USD3,BTC-USD4,BTC-USD5,ETH-USD,ETH-USD1,ETH-USD2,ETH-USD3,ETH-USD4,ETH-USD5,Unnamed: 0,_id,index
Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,NaN,60fdbae9b9153bc55f2a9be1,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Datetime,60fdbae9b9153bc55f2a9be2,1
1.4194996356964111,1.4194996356964111,1.4194996356964111,1.4194996356964111,1.4194996356964111,297216.0,34758.4921875,34758.4921875,34758.4921875,34758.4921875,34758.4921875,73445376.0,2365.10986328125,2365.10986328125,2365.10986328125,2365.10986328125,2365.10986328125,39118848.0,2021-07-07 19:06:00+01:00,60fdbae9b9153bc55f2ab081,5280
1.420819878578186,1.420819878578186,1.420819878578186,1.420819878578186,1.420819878578186,348672.0,34786.57421875,34786.57421875,34786.57421875,34786.57421875,34786.57421875,41975808.0,2367.52783203125,2367.52783203125,2367.52783203125,2367.52783203125,2367.52783203125,0.0,2021-07-07 19:07:00+01:00,60fdbae9b9153bc55f2ab082,5281
1.421006679534912,1.421006679534912,1.421006679534912,1.421006679534912,1.421006679534912,207232.0,34793.0234375,34793.0234375,34793.0234375,34793.0234375,34793.0234375,11227136.0,2367.423828125,2367.423828125,2367.423828125,2367.423828125,2367.423828125,5101568.0,2021-07-07 19:08:00+01:00,60fdbae9b9153bc55f2ab083,5282
1.4218299388885498,1.4218299388885498,1.4218299388885498,1.4218299388885498,1.4218299388885498,0.0,34769.2890625,34769.2890625,34769.2890625,34769.2890625,34769.2890625,4245504.0,2366.96630859375,2366.96630859375,2366.96630859375,2366.96630859375,2366.96630859375,817152.0,2021-07-07 19:09:00+01:00,60fdbae9b9153bc55f2ab084,5283
1.4219423532485962,1.4219423532485962,1.4219423532485962,1.4219423532485962,1.4219423532485962,0.0,34773.46484375,34773.46484375,34773.46484375,34773.46484375,34773.46484375,10053632.0,2366.195068359375,2366.195068359375,2366.195068359375,2366.195068359375,2366.195068359375,7585792.0,2021-07-07 19:10:00+01:00,60fdbae9b9153bc55f2ab085,5284
1.422304630279541,1.422304630279541,1.422304630279541,1.422304630279541,1.422304630279541,127360.0,34760.59765625,34760.59765625,34760.59765625,34760.59765625,34760.59765625,258048.0,2365.541015625,2365.541015625,2365.541015625,2365.541015625,2365.541015625,0.0,2021-07-07 19:11:00+01:00,60fdbae9b9153bc55f2ab086,5285
1.4230375289916992,1.4230375289916992,1.4230375289916992,1.4230375289916992,1.4230375289916992,250624.0,34767.7890625,34767.7890625,34767.7890625,34767.7890625,34767.7890625,0.0,2367.7109375,2367.7109375,2367.7109375,2367.7109375,2367.7109375,0.0,2021-07-07 19:14:00+01:00,60fdbae9b9153bc55f2ab087,5286
1.423427939414978,1.423427939414978,1.423427939414978,1.423427939414978,1.423427939414978,215168.0,34753.84765625,34753.84765625,34753.84765625,34753.84765625,34753.84765625,0.0,2366.616455078125,2366.616455078125,2366.616455078125,2366.616455078125,2366.616455078125,0.0,2021-07-07 19:15:00+01:00,60fdbae9b9153bc55f2ab088,5287
1.4234533309936523,1.4234533309936523,1.4234533309936523,1.4234533309936523,1.4234533309936523,0.0,34750.0546875,34750.0546875,34750.0546875,34750.0546875,34750.0546875,0.0,2366.383056640625,2366.383056640625,2366.383056640625,2366.383056640625,2366.383056640625,0.0,2021-07-07 19:16:00+01:00,60fdbae9b9153bc55f2ab089,5288
1.4237086772918701,1.4237086772918701,1.4237086772918701,1.4237086772918701,1.4237086772918701,88320.0,34743.0859375,34743.0859375,34743.0859375,34743.0859375,34743.0859375,0.0,2366.0615234375,2366.0615234375,2366.0615234375,2366.0615234375,2366.0615234375,0.0,2021-07-07 19:17:00+01:00,60fdbae9b9153bc55f2ab08a,5289
