,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 14:51:59.999,1627249860000,1.21220000,1.21260000,1.21220000,1.21220000,2382.28000000,1627249919999,2887.87872800,6,197.28000000,239.22172800,0
2021-07-25 14:52:59.999,1627249920000,1.21220000,1.21250000,1.21170000,1.21220000,10500.41000000,1627249979999,12725.26515800,17,1020.41000000,1237.22142400,0
2021-07-25 14:53:59.999,1627249980000,1.21220000,1.21220000,1.21180000,1.21200000,1704.46000000,1627250039999,2066.00853000,15,416.48000000,504.80086600,0
2021-07-25 14:54:59.999,1627250040000,1.21210000,1.21220000,1.21160000,1.21220000,5143.09000000,1627250099999,6233.63103700,24,3249.37000000,3938.56810000,0
2021-07-25 14:55:59.999,1627250100000,1.21170000,1.21220000,1.21120000,1.21150000,5176.67000000,1627250159999,6271.73651500,29,856.39000000,1037.90426500,0
2021-07-25 14:56:59.999,1627250160000,1.21190000,1.21770000,1.21190000,1.21690000,124124.78000000,1627250219999,150839.33070700,295,86891.69000000,105539.17554900,0
2021-07-25 14:57:59.999,1627250220000,1.21660000,1.21810000,1.21640000,1.21810000,12690.58000000,1627250279999,15452.96697800,56,6128.50000000,7463.80203100,0
2021-07-25 14:58:59.999,1627250280000,1.21820000,1.21870000,1.21780000,1.21870000,2171.88000000,1627250339999,2646.02556500,35,1935.60000000,2358.25910800,0
2021-07-25 14:59:59.999,1627250340000,1.21860000,1.21870000,1.21820000,1.21820000,4989.94000000,1627250399999,6080.87945200,14,4828.94000000,5884.72925200,0
2021-07-25 15:00:59.999,1627250400000,1.21850000,1.21870000,1.21540000,1.21540000,41633.48000000,1627250459999,50671.41248500,66,2308.63000000,2810.53172500,0
2021-07-25 15:01:59.999,1627250460000,1.21500000,1.21520000,1.21260000,1.21300000,15149.60000000,1627250519999,18389.82472000,54,4218.04000000,5117.90652000,0
2021-07-25 15:02:59.999,1627250520000,1.21270000,1.21270000,1.21060000,1.21230000,16978.22000000,1627250579999,20574.02416200,85,8049.28000000,9755.04596800,0
2021-07-25 15:03:59.999,1627250580000,1.21260000,1.21270000,1.21080000,1.21080000,9103.94000000,1627250639999,11032.56572400,19,630.92000000,765.06813500,0
2021-07-25 15:04:59.999,1627250640000,1.21080000,1.21080000,1.21010000,1.21010000,4542.58000000,1627250699999,5499.86916500,15,0.00000000,0.00000000,0
2021-07-25 15:05:59.999,1627250700000,1.21010000,1.21010000,1.20950000,1.21010000,8737.01000000,1627250759999,10570.47568700,42,6795.85000000,8221.79196000,0
