,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 15:04:59.999,1627250640000,34501.01000000,34506.73000000,34480.00000000,34480.00000000,3.89602400,1627250699999,134404.48372499,175,1.65071300,56945.83961190,0
2021-07-25 15:05:59.999,1627250700000,34480.01000000,34496.06000000,34474.35000000,34489.36000000,15.46798600,1627250759999,533347.19408316,198,4.74483800,163605.52582497,0
2021-07-25 15:06:59.999,1627250760000,34489.37000000,34504.33000000,34474.45000000,34474.45000000,4.83922700,1627250819999,166941.49143565,123,1.91612400,66103.07830737,0
2021-07-25 15:07:59.999,1627250820000,34474.45000000,34505.00000000,34474.35000000,34498.75000000,8.58154000,1627250879999,295945.27793882,204,6.36318800,219455.44760674,0
2021-07-25 15:08:59.999,1627250880000,34498.74000000,34506.73000000,34487.00000000,34487.01000000,2.00163500,1627250939999,69051.00409473,144,1.04612900,36089.27645326,0
2021-07-25 15:09:59.999,1627250940000,34486.65000000,34490.06000000,34480.39000000,34489.01000000,2.52808700,1627250999999,87185.29305817,147,2.22464800,76720.98977939,0
2021-07-25 15:10:59.999,1627251000000,34489.01000000,34506.73000000,34489.01000000,34506.73000000,2.78535500,1627251059999,96095.36795111,157,1.69322800,58415.25013119,0
2021-07-25 15:11:59.999,1627251060000,34506.72000000,34514.43000000,34506.72000000,34514.43000000,5.67901700,1627251119999,195978.78186847,178,3.05577200,105455.25610019,0
2021-07-25 15:12:59.999,1627251120000,34513.82000000,34519.14000000,34507.57000000,34515.31000000,2.79951900,1627251179999,96619.72060587,134,1.46815100,50671.01982825,0
2021-07-25 15:13:59.999,1627251180000,34515.31000000,34536.72000000,34515.31000000,34519.46000000,6.44427400,1627251239999,222506.56224143,223,2.06273800,71218.21647340,0
2021-07-25 15:14:59.999,1627251240000,34521.51000000,34542.69000000,34519.46000000,34542.68000000,2.49292100,1627251299999,86096.60015107,167,1.39972100,48343.33415162,0
2021-07-25 15:15:59.999,1627251300000,34542.69000000,34542.94000000,34517.26000000,34519.88000000,6.01920000,1627251359999,207835.28017544,187,1.85133100,63917.34595718,0
2021-07-25 15:16:59.999,1627251360000,34521.61000000,34524.90000000,34520.83000000,34523.17000000,1.12831000,1627251419999,38951.20613789,93,0.51212000,17679.14258292,0
2021-07-25 15:17:59.999,1627251420000,34523.17000000,34524.90000000,34500.00000000,34503.02000000,5.41517300,1627251479999,186919.21544111,117,1.12735900,38916.45078254,0
2021-07-25 15:18:59.999,1627251480000,34503.02000000,34522.45000000,34500.39000000,34522.44000000,1.85235600,1627251539999,63919.92635119,112,1.41372300,48783.99206494,0
2021-07-25 15:19:59.999,1627251540000,34522.44000000,34524.18000000,34519.54000000,34524.00000000,1.67586700,1627251599999,57854.90896176,65,1.07103300,36974.74788821,0
2021-07-25 15:20:59.999,1627251600000,34524.19000000,34529.99000000,34503.96000000,34508.98000000,2.24285200,1627251659999,77408.55658846,91,1.17001700,40380.44279817,0
2021-07-25 15:21:59.999,1627251660000,34508.22000000,34508.22000000,34485.15000000,34488.59000000,1.91284900,1627251719999,65980.14298256,101,0.71058000,24509.67481589,0
2021-07-25 15:22:59.999,1627251720000,34488.78000000,34498.72000000,34486.45000000,34497.89000000,2.39413200,1627251779999,82575.85691028,124,1.39287800,48042.05011066,0
2021-07-25 15:23:59.999,1627251780000,34497.89000000,34515.80000000,34495.98000000,34515.08000000,5.39283000,1627251839999,186089.32725799,150,2.14606300,74038.54291410,0
2021-07-25 15:24:59.999,1627251840000,34515.09000000,34526.09000000,34510.00000000,34521.54000000,4.40212000,1627251899999,151943.68819487,146,1.50127600,51817.01806780,0
2021-07-25 15:25:59.999,1627251900000,34521.54000000,34523.28000000,34508.33000000,34509.09000000,3.29519300,1627251959999,113727.81957107,136,1.49732700,51677.96479220,0
2021-07-25 15:26:59.999,1627251960000,34508.33000000,34508.33000000,34480.00000000,34485.51000000,3.63110300,1627252019999,125235.71228885,184,1.21411900,41872.77101490,0
2021-07-25 15:27:59.999,1627252020000,34486.88000000,34512.54000000,34484.15000000,34501.47000000,5.56686900,1627252079999,192073.02401366,153,3.49688800,120654.12026230,0
2021-07-25 15:28:59.999,1627252080000,34501.46000000,34502.61000000,34483.80000000,34499.79000000,2.63767100,1627252139999,90985.27458488,159,0.66895500,23074.91361344,0
2021-07-25 15:29:59.999,1627252140000,34501.50000000,34514.38000000,34496.36000000,34508.36000000,3.87462800,1627252199999,133684.29033386,123,2.79078300,96288.87167323,0
2021-07-25 15:30:59.999,1627252200000,34506.28000000,34526.99000000,34506.28000000,34523.43000000,2.75018400,1627252259999,94935.34923926,135,2.08316200,71907.22263314,0
2021-07-25 15:31:59.999,1627252260000,34523.43000000,34556.46000000,34521.82000000,34551.41000000,3.99468300,1627252319999,137975.60106337,263,2.76744900,95587.13811286,0
2021-07-25 15:32:59.999,1627252320000,34551.73000000,34573.28000000,34548.50000000,34567.66000000,5.07090900,1627252379999,175270.33287365,269,2.05703100,71098.26326307,0
2021-07-25 15:33:59.999,1627252380000,34567.66000000,34581.58000000,34565.61000000,34581.57000000,5.13630100,1627252439999,177583.02543525,228,1.83370200,63399.20347709,0
2021-07-25 15:34:59.999,1627252440000,34581.57000000,34590.66000000,34580.62000000,34590.66000000,6.28433400,1627252499999,217350.34166725,253,3.43049500,118643.74229397,0
2021-07-25 15:35:59.999,1627252500000,34591.11000000,34598.89000000,34591.11000000,34595.05000000,9.70771200,1627252559999,335848.63805028,303,2.71591100,93960.44383732,0
2021-07-25 15:36:59.999,1627252560000,34595.04000000,34599.99000000,34584.67000000,34587.87000000,6.69511700,1627252619999,231616.69851293,275,1.94335900,67231.27954056,0
2021-07-25 15:37:59.999,1627252620000,34587.87000000,34591.16000000,34558.96000000,34565.32000000,8.44504000,1627252679999,292047.24467838,293,1.91107000,66078.20799736,0
2021-07-25 15:38:59.999,1627252680000,34565.32000000,34565.32000000,34536.19000000,34548.97000000,2.96845100,1627252739999,102559.04580434,204,1.45518500,50271.55290752,0
2021-07-25 15:39:59.999,1627252740000,34548.97000000,34575.58000000,34548.97000000,34574.08000000,1.48382600,1627252799999,51282.26368703,153,1.15883200,40050.22578791,0
2021-07-25 15:40:59.999,1627252800000,34574.08000000,34587.17000000,34542.24000000,34545.53000000,4.44537700,1627252859999,153676.17346739,179,0.86607800,29931.22618339,0
2021-07-25 15:41:59.999,1627252860000,34547.25000000,34566.02000000,34542.68000000,34563.77000000,6.59365200,1627252919999,227820.55266096,167,4.67242000,161424.07932094,0
2021-07-25 15:42:59.999,1627252920000,34563.78000000,34565.51000000,34563.77000000,34565.51000000,2.55263700,1627252979999,88231.97749987,78,0.66107100,22849.28617488,0
2021-07-25 15:43:59.999,1627252980000,34565.50000000,34569.00000000,34562.80000000,34566.55000000,1.82011800,1627253039999,62915.20522087,94,1.22385400,42304.43394374,0
2021-07-25 15:44:59.999,1627253040000,34566.55000000,34574.34000000,34564.87000000,34573.01000000,2.33462500,1627253099999,80700.92570684,145,0.69056000,23870.80280604,0
2021-07-25 15:45:59.999,1627253100000,34573.01000000,34585.17000000,34573.00000000,34574.35000000,5.01883900,1627253159999,173546.74198331,169,1.64936100,57035.94819412,0
2021-07-25 15:46:59.999,1627253160000,34574.34000000,34574.34000000,34557.33000000,34560.02000000,2.84248400,1627253219999,98245.15443925,124,1.08101500,37363.01056960,0
2021-07-25 15:47:59.999,1627253220000,34560.00000000,34561.77000000,34550.79000000,34550.79000000,7.48737800,1627253279999,258744.47619607,169,1.70118100,58786.77399250,0
2021-07-25 15:48:59.999,1627253280000,34550.79000000,34554.21000000,34540.43000000,34549.58000000,3.45758500,1627253339999,119461.85371572,184,1.41114500,48755.92281042,0
